Disease name,Text
Lupus,"""I’ve noticed these red spots on my face that seem to flare up after sun exposure. They're not itchy, but they're bothering me. Could this be a sign of lupus?"""
Lupus,"""I have these small, red marks on my face that worsen when I'm out in the sun. They’re not causing any itching, but they’re very noticeable. Could this be lupus?"""
Lupus,"""There are small, red spots on my face that get worse with sun exposure. They’re not itchy, but they look a bit alarming. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Rosacea,"""I have these tiny, red bumps on my forehead that look like acne, but they don’t go away with acne treatments. Could this be rosacea?"""
Seborrheic dermatitis,"""There are these small, red patches on my scalp that flake off and itch a lot. They’re getting worse with the winter. Could this be seborrheic dermatitis?"""
Folliculitis,"""These small, red bumps have appeared on my back after I started using a new body wash. They’re very itchy and painful. Could this be folliculitis?"""
Folliculitis,"""These small, red bumps have appeared on my back after I started using a new body wash. They’re very itchy and painful. Could this be folliculitis?"""
Folliculitis,"""I’ve noticed small, red bumps on my back after switching to a new body wash. They’re itchy and painful. Could it be folliculitis?"""
Folliculitis,"""There are small, red, itchy bumps on my back that appeared after I started using a new body wash. Could this be folliculitis?"""
Folliculitis,"""My back has small, red, painful bumps that showed up after I began using a new body wash. Could this be folliculitis?"""
Folliculitis,"""After using a new body wash, small, red bumps appeared on my back. They’re itchy and painful. Could it be folliculitis?"""
Psoriasis,"""I’ve got these itchy, red patches on my elbows and knees that are covered with silvery scales. They’re not going away with moisturizers. Could this be psoriasis?"""
Athlete's foot (tinea pedis),"""I’ve got these painful, red blisters on my feet that ooze and crust over. They appeared after I walked barefoot in a public shower. Could this be athlete’s foot?"""
Contact dermatitis,"""I have these small, red bumps on my arms that are very itchy. They appeared after I started using a new lotion. Could this be contact dermatitis?"""
Lupus,"""I’ve got these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""These small, red blisters have appeared on my fingers after I started using new cleaning products. They itch a lot. Could this be contact dermatitis?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Contact dermatitis,"""There are these small, red blisters on my fingers that itch a lot. They appeared after I started working with new cleaning products. Could this be contact dermatitis?"""
Lupus,"""I have red spots on my face that seem to get more pronounced after sun exposure. They don’t itch but look quite unsightly."""
Lupus,"""I have these small red spots on my face that become more prominent when I'm in the sun. They don’t itch but look unsightly.What is it?"""
Athlete's foot (tinea pedis),"""These itchy, red patches have appeared on my feet after I started wearing new shoes. They’re very painful and blister. Could this be athlete’s foot?"""
Seborrheic dermatitis,"""These red, scaly patches have appeared on my face and seem to be worse in the winter. They’re not itchy but are unsightly. Could this be seborrheic dermatitis?"""
Lupus,"""I have these small, red spots on my face that get worse with sun exposure. They’re not itchy but look unsightly. Could this be lupus?"""
Impetigo,"""I have a rash on my face that is getting worse. It is red, inflamed, and has blisters that are bleeding clear pus. It is really painful."""
Impetigo,"""I have a rash around my nose that is red and inflamed. The rash has caused my skin to become dry and flaky, and there is a yellow colored fluid coming out of the sores."""
Impetigo,"""I have a fever and feel weak. I have sores on my face that are itchy and uncomfortable. The sores sometimes ooze a yellow fluid."""
Psoriasis,"""I've noticed that my skin is more sensitive now than it used to be. It's red and itchy. I have silvery scales on my back and elbows."""
Impetigo,"""I have a rash on my face and neck. It's red and blistery. I'm worried about it."""
Psoriasis,"""I've been having trouble sleeping because of the rash. It's itchy and painful. I've also noticed that my nails have little dents in them, which is really alarming. And my joints are sore every day, and I don't know why."""
Impetigo,"""I've been having a fever for a few days and I have sores around my nose and rashes on my body. The sores are really bad and I'm feeling really sick."""
Impetigo,"""I have a rash on my skin that is red, raised, and filled with fluid. It is painful to touch and I have a fever."""
Psoriasis,"""My genitals are red and irritated. It is often itchy, burning, and painful. I also have rashes on other parts of my body and my joints hurt."""
Impetigo,"""I have sores on my face that are healing very slowly and are getting infected. The sores are large and painful to the touch. I can't seem to get rid of them."""
Impetigo,"""I have a rash on my skin. It is mainly near my nose, but it is spreading to other parts of my body. I am worried about this."""
Impetigo,"""I have a rash on my skin that has blisters. The blisters are filled with fluid and are painful to touch. I also have a fever."""
Psoriasis,"""I have a rash on my skin that is itchy and irritating. It is also flaky. It has spread to other areas of my body, including my chest and belly. It is worse at night."""
Psoriasis,"""I have red and inflamed skin around my mouth, nose, and eyes. It is often itchy and uncomfortable. Recently, it has gotten very painful."""
Impetigo,"""I have a sore on my nose that has crusted over and is hard to touch. It used to leak a yellow-rust colored fluid and it is taking a lot longer to deal with using medication."""
Impetigo,"""I have small red sores near my nose and neck that are painful and inflamed. I also have a high fever."""
Psoriasis,"""I have a rash that is itchy and painful. My nails have little dents in them. I also have skin peeling in different parts of my body."""
Impetigo,"""I have a rash on my face and it's really painful. There are little blisters around my nose and they're oozing yellow liquid."""
Impetigo,"""I have sores on my face. They are red and crusty. They are mostly around my nose and lips. They are painful and there is a yellow or rust-colored fluid coming out of them."""
Psoriasis,"""I have been having a lot of skin problems lately. I have red, scaly patches on my skin that are itchy and painful."""
Impetigo,"""I have a fever, headache, and a rash on my arms and face. I'm also worried about the red sores around my nose and lips."""
Psoriasis,"""I have a skin condition that causes dry, flaky patches on my skin. I also have joint pain and the skin on my knees and elbows is peeling off."""
Psoriasis,"""I have noticed that my skin has been dry and itchy. There are some red patches on my skin that are covered in a silver like dusting."""
Impetigo,"""I have sores around my nose that are crusted over and hard to touch. They used to ooze a yellow-rust colored liquid. It is taking a long time to heal."""
Impetigo,"""I have a rash around my nose and mouth, and it's spreading to other parts of my body. I also have a fever."""
Impetigo,"""I have a fever and a rash on my face. The rash is red and painful, and it's oozing yellow fluid."""
Impetigo,"""I have a rash on my face and nose. I don't know what it is. The sores on my cheek are big and they hurt to touch. I also have a burning feeling and redness on my skin."""
Psoriasis,"""I have a rash on my skin that is itchy and uncomfortable. It is also red and flaky. It has been spreading to other parts of my body, including my chest and abdomen. I am also facing skin peeling."""
Psoriasis,"""I have small dents in my nails. My joints are hurting a lot. I have a silver like dusting on my skin, especially on my back."""
Impetigo,"""I have a rash around my nose, and it's spreading to other parts of my body. I also have a high fever every night."""
Impetigo,"""I have a rash on my face. I have small sores around my nose and they are very painful. Sometimes a yellow fluid comes out of the sores."""
Psoriasis,"""I have been having rashes on my skin. The rash is itchy and bleeds when I scratch it. I have also noticed small dents in my nails."""
Impetigo,"""I have a fever and feel weak. I have sores on my face that are itchy and painful. They leak a yellow ooze."""
Impetigo,"""I have a rash on my skin that is made up of blisters. The blisters are painful and they are filled with fluid. I also have a fever."""
Impetigo,"""I have a rash around my nose and lips that is red and painful. It has some yellow fluid coming out of it."""
Impetigo,"""I have a rash on my face and near my nose. It's been there for a few days and it's starting to spread down my arms and legs."""
Impetigo,"""I have a rash on my face, neck, and arms. It's red and burning. I'm worried about it."""
Impetigo,"""I have a rash on my cheeks and nose that is spreading to my neck and chest. I also have a fever."""
Impetigo,"""I have a fever and a headache. I have sores near my nose and rashes on my neck. I'm really struggling right now."""
Impetigo,"""I have a rash on my face that is red, itchy, and painful. It is also blistering. I have also been experiencing flu-like symptoms, such as fever and body pain."""
Impetigo,"""I have a rash on my face, especially around my nose. It's red and painful, and there are some yellow sores that are oozing."""
Impetigo,"""I have been having a fever for a few days and now I have sores near my nose. The sores are painful and I feel uncomfortable."""
Impetigo,"""I have been feeling really tired and I have a fever. I have a rash on my face and it is very itchy. I can't sleep because of the rash."""
Impetigo,"""I have a fever and my nose is sore. There are red sores on my nose that are painful and have yellow stuff coming out of them."""
Impetigo,"""I have a rash that started out as small red sores near my nose and neck. The sores have gotten more painful and inflamed in recent days, and I have a high temperature."""
Impetigo,"""I have red sores on my face and near my nose. The rash is spreading quickly on my neck and chest."""
Impetigo,"""I have sores on my face that are weeping clear fluid. I also have a high fever and chills every night, which makes it hard for me to sleep."""
Impetigo,"""I have a rash on my nose that is red and itchy. It feels like it is burning. I think it might be an infection."""
Impetigo,"""I have a rash on my face and sores near my nose. The sores are red, painful, and have a yellow ooze."""
Impetigo,"""I have a rash on my face that is getting worse. It is very painful and has started to ooze yellow fluid."""
Impetigo,"""I have a rash on my face. It is made up of blisters. The blisters have a yellow fluid coming out of them."""
Impetigo,"""I have a rash on my face that is very painful and inflamed. The sores are weeping clear fluid and it is getting worse every day."""
